timestamp,open,high,low,close,tick_volume
2025-10-01 00:00:00+03:00,147.781,147.783,147.761,147.77,86
2025-10-01 00:01:00+03:00,147.773,147.783,147.766,147.78,96
2025-10-01 00:02:00+03:00,147.779,147.81,147.774,147.804,129
2025-10-01 00:03:00+03:00,147.807,147.808,147.795,147.807,90
2025-10-01 00:04:00+03:00,147.806,147.813,147.802,147.806,78
2025-10-01 00:05:00+03:00,147.807,147.816,147.803,147.815,54
2025-10-01 00:06:00+03:00,147.814,147.826,147.803,147.816,80
2025-10-01 00:07:00+03:00,147.819,147.822,147.807,147.82,79
2025-10-01 00:08:00+03:00,147.82,147.835,147.816,147.824,105
2025-10-01 00:09:00+03:00,147.821,147.823,147.814,147.815,69
2025-10-01 00:10:00+03:00,147.814,147.817,147.804,147.804,33
2025-10-01 00:11:00+03:00,147.805,147.819,147.804,147.819,41
2025-10-01 00:12:00+03:00,147.818,147.819,147.805,147.814,56
2025-10-01 00:13:00+03:00,147.815,147.816,147.803,147.804,56
2025-10-01 00:14:00+03:00,147.805,147.805,147.778,147.782,67
2025-10-01 00:15:00+03:00,147.784,147.787,147.781,147.786,42
2025-10-01 00:16:00+03:00,147.789,147.789,147.784,147.786,24
2025-10-01 00:17:00+03:00,147.796,147.813,147.793,147.804,48
2025-10-01 00:18:00+03:00,147.805,147.805,147.792,147.794,56
2025-10-01 00:19:00+03:00,147.793,147.817,147.793,147.814,64
2025-10-01 00:20:00+03:00,147.813,147.818,147.81,147.815,41
2025-10-01 00:21:00+03:00,147.814,147.832,147.814,147.83,76
2025-10-01 00:22:00+03:00,147.829,147.839,147.826,147.836,89
2025-10-01 00:23:00+03:00,147.837,147.841,147.829,147.831,43
2025-10-01 00:24:00+03:00,147.834,147.845,147.83,147.836,47
2025-10-01 00:25:00+03:00,147.83,147.832,147.815,147.818,58
2025-10-01 00:26:00+03:00,147.817,147.831,147.814,147.83,64
2025-10-01 00:27:00+03:00,147.83,147.832,147.818,147.822,51
2025-10-01 00:28:00+03:00,147.821,147.824,147.816,147.818,60
2025-10-01 00:29:00+03:00,147.819,147.822,147.816,147.816,40
2025-10-01 00:30:00+03:00,147.814,147.829,147.811,147.828,75
2025-10-01 00:31:00+03:00,147.827,147.833,147.821,147.826,77
2025-10-01 00:32:00+03:00,147.828,147.841,147.828,147.835,62
2025-10-01 00:33:00+03:00,147.835,147.875,147.835,147.871,93
2025-10-01 00:34:00+03:00,147.87,147.876,147.858,147.87,66
2025-10-01 00:35:00+03:00,147.872,147.876,147.852,147.86,73
2025-10-01 00:36:00+03:00,147.861,147.863,147.841,147.847,69
2025-10-01 00:37:00+03:00,147.848,147.848,147.828,147.829,83
2025-10-01 00:38:00+03:00,147.83,147.84,147.826,147.828,53
2025-10-01 00:39:00+03:00,147.827,147.828,147.803,147.808,75
2025-10-01 00:40:00+03:00,147.807,147.815,147.803,147.812,60
2025-10-01 00:41:00+03:00,147.813,147.828,147.811,147.826,49
2025-10-01 00:42:00+03:00,147.827,147.838,147.826,147.834,47
2025-10-01 00:43:00+03:00,147.831,147.836,147.826,147.829,39
2025-10-01 00:44:00+03:00,147.832,147.842,147.823,147.838,62
2025-10-01 00:45:00+03:00,147.838,147.843,147.837,147.84,38
2025-10-01 00:46:00+03:00,147.841,147.841,147.818,147.818,61
2025-10-01 00:47:00+03:00,147.819,147.82,147.811,147.811,46
2025-10-01 00:48:00+03:00,147.81,147.828,147.807,147.826,60
2025-10-01 00:49:00+03:00,147.823,147.83,147.823,147.828,38
2025-10-01 00:50:00+03:00,147.827,147.829,147.81,147.818,55
2025-10-01 00:51:00+03:00,147.819,147.82,147.81,147.816,46
2025-10-01 00:52:00+03:00,147.815,147.816,147.796,147.799,61
2025-10-01 00:53:00+03:00,147.801,147.807,147.796,147.806,37
2025-10-01 00:54:00+03:00,147.804,147.806,147.797,147.805,69
2025-10-01 00:55:00+03:00,147.804,147.808,147.796,147.808,76
2025-10-01 00:56:00+03:00,147.811,147.811,147.802,147.804,55
2025-10-01 00:57:00+03:00,147.802,147.822,147.802,147.822,44
2025-10-01 00:58:00+03:00,147.825,147.854,147.825,147.843,94
2025-10-01 00:59:00+03:00,147.844,147.865,147.841,147.864,95
2025-10-01 01:00:00+03:00,147.863,147.917,147.862,147.906,198
2025-10-01 01:01:00+03:00,147.909,147.916,147.882,147.884,139
2025-10-01 01:02:00+03:00,147.883,147.884,147.85,147.852,130
2025-10-01 01:03:00+03:00,147.851,147.856,147.831,147.842,106
2025-10-01 01:04:00+03:00,147.841,147.845,147.838,147.839,53
2025-10-01 01:05:00+03:00,147.84,147.848,147.838,147.841,46
2025-10-01 01:06:00+03:00,147.839,147.857,147.838,147.853,86
2025-10-01 01:07:00+03:00,147.852,147.86,147.841,147.849,46
2025-10-01 01:08:00+03:00,147.846,147.852,147.846,147.849,39
2025-10-01 01:09:00+03:00,147.848,147.863,147.847,147.859,104
2025-10-01 01:10:00+03:00,147.86,147.864,147.845,147.851,93
2025-10-01 01:11:00+03:00,147.849,147.852,147.843,147.852,72
2025-10-01 01:12:00+03:00,147.851,147.866,147.848,147.861,80
