timestamp,open,high,low,close,tick_volume
2025-10-17 00:00:00+03:00,53.897,54.015,53.851,53.969,1171
2025-10-17 00:05:00+03:00,53.968,53.993,53.891,53.941,1597
2025-10-17 00:10:00+03:00,53.943,53.982,53.762,53.803,2899
2025-10-17 00:15:00+03:00,53.803,53.803,53.564,53.643,2800
2025-10-17 00:20:00+03:00,53.644,53.85,53.634,53.833,1397
2025-10-17 00:25:00+03:00,53.831,53.86,53.626,53.648,1151
2025-10-17 00:30:00+03:00,53.64,53.741,53.633,53.734,1330
2025-10-17 00:35:00+03:00,53.734,53.865,53.734,53.808,839
2025-10-17 00:40:00+03:00,53.808,53.949,53.766,53.912,1074
2025-10-17 00:45:00+03:00,53.912,53.966,53.9,53.928,672
2025-10-17 00:50:00+03:00,53.927,53.928,53.821,53.896,876
2025-10-17 00:55:00+03:00,53.895,53.902,53.819,53.847,673
2025-10-17 01:00:00+03:00,53.846,53.872,53.705,53.721,673
2025-10-17 01:05:00+03:00,53.72,53.789,53.656,53.7,1397
2025-10-17 01:10:00+03:00,53.705,53.769,53.574,53.644,1295
2025-10-17 01:15:00+03:00,53.646,53.665,53.523,53.617,1412
2025-10-17 01:20:00+03:00,53.617,53.705,53.582,53.673,886
2025-10-17 01:25:00+03:00,53.672,53.75,53.669,53.713,967
2025-10-17 01:30:00+03:00,53.711,53.741,53.664,53.682,1017
2025-10-17 01:35:00+03:00,53.68,53.691,53.584,53.606,1207
2025-10-17 01:40:00+03:00,53.607,53.655,53.574,53.654,948
2025-10-17 01:45:00+03:00,53.653,53.723,53.62,53.719,722
2025-10-17 01:50:00+03:00,53.716,53.947,53.697,53.933,777
2025-10-17 01:55:00+03:00,53.939,54.064,53.939,54.039,2166
2025-10-17 02:00:00+03:00,54.039,54.093,53.99,54.015,625
2025-10-17 02:05:00+03:00,54.014,54.098,53.959,54.091,499
2025-10-17 02:10:00+03:00,54.085,54.13,53.971,53.989,405
2025-10-17 02:15:00+03:00,53.993,54.007,53.952,54.007,184
2025-10-17 02:20:00+03:00,54.006,54.07,54.005,54.015,213
2025-10-17 02:25:00+03:00,54.012,54.024,53.96,53.986,357
2025-10-17 02:30:00+03:00,53.985,54.012,53.96,53.973,271
2025-10-17 02:35:00+03:00,53.969,54.05,53.956,54.009,464
2025-10-17 02:40:00+03:00,53.996,54.137,53.99,54.114,348
2025-10-17 02:45:00+03:00,54.114,54.12,54.079,54.119,197
2025-10-17 02:50:00+03:00,54.121,54.121,53.982,54.004,468
2025-10-17 02:55:00+03:00,53.997,54.067,53.97,54.018,450
2025-10-17 04:00:00+03:00,53.707,54.306,53.707,54.084,1301
2025-10-17 04:05:00+03:00,54.085,54.161,53.859,54.135,1373
2025-10-17 04:10:00+03:00,54.117,54.219,53.842,53.955,1636
2025-10-17 04:15:00+03:00,53.96,54.155,53.925,54.014,1003
2025-10-17 04:20:00+03:00,54.023,54.05,53.947,54.002,939
2025-10-17 04:25:00+03:00,54.003,54.258,53.986,54.219,650
2025-10-17 04:30:00+03:00,54.219,54.239,54.144,54.176,816
2025-10-17 04:35:00+03:00,54.173,54.284,54.054,54.162,826
2025-10-17 04:40:00+03:00,54.163,54.232,54.145,54.205,445
2025-10-17 04:45:00+03:00,54.206,54.276,54.15,54.163,616
2025-10-17 04:50:00+03:00,54.167,54.184,54.076,54.099,956
2025-10-17 04:55:00+03:00,54.097,54.156,54.018,54.065,588
2025-10-17 05:00:00+03:00,54.062,54.083,53.956,54.041,684
2025-10-17 05:05:00+03:00,54.04,54.112,54.024,54.078,579
2025-10-17 05:10:00+03:00,54.082,54.172,54.013,54.137,568
2025-10-17 05:15:00+03:00,54.135,54.295,54.109,54.288,369
2025-10-17 05:20:00+03:00,54.284,54.324,54.26,54.285,254
2025-10-17 05:25:00+03:00,54.288,54.313,54.214,54.291,359
2025-10-17 05:30:00+03:00,54.292,54.302,54.151,54.183,529
2025-10-17 05:35:00+03:00,54.185,54.198,54.102,54.144,436
2025-10-17 05:40:00+03:00,54.153,54.291,54.143,54.258,379
2025-10-17 05:45:00+03:00,54.253,54.32,54.226,54.226,454
2025-10-17 05:50:00+03:00,54.23,54.322,54.187,54.195,858
2025-10-17 05:55:00+03:00,54.206,54.279,54.191,54.237,672
2025-10-17 06:00:00+03:00,54.236,54.244,54.148,54.158,768
2025-10-17 06:05:00+03:00,54.15,54.23,54.118,54.146,847
2025-10-17 06:10:00+03:00,54.149,54.154,53.987,54.023,911
2025-10-17 06:15:00+03:00,54.018,54.092,53.934,54.06,1251
2025-10-17 06:20:00+03:00,54.063,54.091,53.994,54.025,969
2025-10-17 06:25:00+03:00,54.025,54.065,53.923,53.983,1025
2025-10-17 06:30:00+03:00,53.983,53.983,53.9,53.966,1186
2025-10-17 06:35:00+03:00,53.964,54.035,53.903,54.032,957
2025-10-17 06:40:00+03:00,54.035,54.111,54.018,54.061,776
2025-10-17 06:45:00+03:00,54.062,54.069,54.004,54.028,770
2025-10-17 06:50:00+03:00,54.028,54.032,53.942,54.018,936
2025-10-17 06:55:00+03:00,54.018,54.019,53.81,53.896,1148
2025-10-17 07:00:00+03:00,53.894,53.909,53.579,53.716,1962
2025-10-17 07:05:00+03:00,53.722,53.871,53.672,53.831,993
2025-10-17 07:10:00+03:00,53.829,53.899,53.697,53.712,899
2025-10-17 07:15:00+03:00,53.716,53.719,53.504,53.636,1565
2025-10-17 07:20:00+03:00,53.636,53.762,53.584,53.716,977
2025-10-17 07:25:00+03:00,53.718,53.81,53.647,53.728,878
2025-10-17 07:30:00+03:00,53.724,53.817,53.577,53.631,1309
2025-10-17 07:35:00+03:00,53.629,53.661,53.549,53.63,734
2025-10-17 07:40:00+03:00,53.632,53.646,53.412,53.482,1869
2025-10-17 07:45:00+03:00,53.49,53.659,53.381,53.633,1808
2025-10-17 07:50:00+03:00,53.631,53.637,53.457,53.457,2047
2025-10-17 07:55:00+03:00,53.46,53.636,53.459,53.621,2120
2025-10-17 08:00:00+03:00,53.62,53.668,53.589,53.642,2978
2025-10-17 08:05:00+03:00,53.643,53.703,53.623,53.702,1384
2025-10-17 08:10:00+03:00,53.701,53.754,53.676,53.722,1303
2025-10-17 08:15:00+03:00,53.727,53.77,53.697,53.724,1382
2025-10-17 08:20:00+03:00,53.724,53.737,53.675,53.689,1595
2025-10-17 08:25:00+03:00,53.687,53.72,53.669,53.708,1178
2025-10-17 08:30:00+03:00,53.695,53.841,53.691,53.835,1096
2025-10-17 08:35:00+03:00,53.833,53.961,53.831,53.866,2616
2025-10-17 08:40:00+03:00,53.868,53.92,53.868,53.887,675
2025-10-17 08:45:00+03:00,53.887,53.956,53.875,53.943,814
2025-10-17 08:50:00+03:00,53.945,53.981,53.913,53.939,955
2025-10-17 08:55:00+03:00,53.94,53.954,53.886,53.933,778
2025-10-17 09:00:00+03:00,53.932,53.994,53.874,53.937,734
2025-10-17 09:05:00+03:00,53.938,54.078,53.935,54.076,489
2025-10-17 09:10:00+03:00,54.077,54.132,54.049,54.097,1106
2025-10-17 09:15:00+03:00,54.099,54.137,54.076,54.105,551
2025-10-17 09:20:00+03:00,54.11,54.114,54.074,54.086,583
2025-10-17 09:25:00+03:00,54.088,54.122,54.076,54.104,665
2025-10-17 09:30:00+03:00,54.103,54.149,54.095,54.113,592
2025-10-17 09:35:00+03:00,54.113,54.134,54.092,54.108,921
2025-10-17 09:40:00+03:00,54.109,54.121,54.084,54.103,371
2025-10-17 09:45:00+03:00,54.104,54.128,54.1,54.12,157
2025-10-17 09:50:00+03:00,54.118,54.141,54.101,54.109,268
2025-10-17 09:55:00+03:00,54.111,54.175,54.092,54.15,317
2025-10-17 10:00:00+03:00,54.147,54.26,54.128,54.244,406
2025-10-17 10:05:00+03:00,54.247,54.295,54.243,54.284,493
2025-10-17 10:10:00+03:00,54.28,54.303,54.245,54.265,425
2025-10-17 10:15:00+03:00,54.265,54.279,54.197,54.197,397
2025-10-17 10:20:00+03:00,54.197,54.251,54.178,54.249,465
2025-10-17 10:25:00+03:00,54.241,54.323,54.241,54.287,333
2025-10-17 10:30:00+03:00,54.29,54.381,54.288,54.354,312
2025-10-17 10:35:00+03:00,54.356,54.368,54.33,54.349,194
2025-10-17 10:40:00+03:00,54.345,54.363,54.327,54.356,274
2025-10-17 10:45:00+03:00,54.356,54.388,54.34,54.363,316
2025-10-17 10:50:00+03:00,54.363,54.376,54.354,54.369,449
2025-10-17 10:55:00+03:00,54.369,54.406,54.361,54.4,387
2025-10-17 11:00:00+03:00,54.403,54.412,54.344,54.358,769
2025-10-17 11:05:00+03:00,54.361,54.397,54.322,54.344,576
2025-10-17 11:10:00+03:00,54.345,54.421,54.327,54.387,534
2025-10-17 11:15:00+03:00,54.391,54.404,54.344,54.378,273
2025-10-17 11:20:00+03:00,54.383,54.432,54.376,54.407,549
2025-10-17 11:25:00+03:00,54.407,54.439,54.373,54.402,475
2025-10-17 11:30:00+03:00,54.409,54.444,54.265,54.374,1301
2025-10-17 11:35:00+03:00,54.373,54.397,54.304,54.35,463
2025-10-17 11:40:00+03:00,54.349,54.356,54.247,54.263,319
2025-10-17 11:45:00+03:00,54.264,54.274,54.207,54.219,491
2025-10-17 11:50:00+03:00,54.221,54.356,54.221,54.331,577
2025-10-17 11:55:00+03:00,54.337,54.394,54.322,54.345,420
2025-10-17 12:00:00+03:00,54.347,54.406,54.347,54.379,435
2025-10-17 12:05:00+03:00,54.377,54.392,54.275,54.281,548
2025-10-17 12:10:00+03:00,54.28,54.325,54.148,54.224,1224
2025-10-17 12:15:00+03:00,54.224,54.339,54.19,54.315,1718
2025-10-17 12:20:00+03:00,54.315,54.318,54.183,54.197,1385
2025-10-17 12:25:00+03:00,54.197,54.334,54.14,54.294,1591
2025-10-17 12:30:00+03:00,54.293,54.298,54.011,54.066,2313
2025-10-17 12:35:00+03:00,54.069,54.164,54.046,54.122,1511
2025-10-17 12:40:00+03:00,54.124,54.304,54.117,54.25,1466
2025-10-17 12:45:00+03:00,54.252,54.295,54.223,54.276,1178
2025-10-17 12:50:00+03:00,54.275,54.315,54.25,54.285,1064
2025-10-17 12:55:00+03:00,54.279,54.283,54.138,54.166,929
2025-10-17 13:00:00+03:00,54.164,54.21,54.114,54.17,1063
2025-10-17 13:05:00+03:00,54.17,54.176,53.931,53.936,987
2025-10-17 13:10:00+03:00,53.924,53.992,53.893,53.961,1280
2025-10-17 13:15:00+03:00,53.959,54.006,53.784,53.786,1495
2025-10-17 13:20:00+03:00,53.791,53.915,53.628,53.905,1809
2025-10-17 13:25:00+03:00,53.908,54.034,53.907,53.965,1313
2025-10-17 13:30:00+03:00,53.961,54.063,53.903,54.018,1305
2025-10-17 13:35:00+03:00,54.024,54.107,53.999,54.034,971
2025-10-17 13:40:00+03:00,54.032,54.033,53.949,53.991,890
2025-10-17 13:45:00+03:00,53.989,54.016,53.966,53.972,713
2025-10-17 13:50:00+03:00,53.971,53.971,53.781,53.782,755
2025-10-17 13:55:00+03:00,53.783,53.863,53.768,53.846,674
2025-10-17 14:00:00+03:00,53.847,53.889,53.722,53.739,1150
2025-10-17 14:05:00+03:00,53.736,53.769,53.579,53.622,1398
2025-10-17 14:10:00+03:00,53.625,53.776,53.618,53.702,1209
2025-10-17 14:15:00+03:00,53.701,53.871,53.697,53.79,826
2025-10-17 14:20:00+03:00,53.79,53.806,53.771,53.789,742
2025-10-17 14:25:00+03:00,53.788,53.818,53.616,53.679,860
2025-10-17 14:30:00+03:00,53.675,53.676,53.558,53.599,904
2025-10-17 14:35:00+03:00,53.597,53.647,53.584,53.631,752
2025-10-17 14:40:00+03:00,53.631,53.683,53.614,53.682,480
2025-10-17 14:45:00+03:00,53.682,53.818,53.673,53.806,807
2025-10-17 14:50:00+03:00,53.807,53.877,53.765,53.792,992
2025-10-17 14:55:00+03:00,53.791,53.853,53.752,53.834,541
2025-10-17 15:00:00+03:00,53.826,53.87,53.758,53.865,503
2025-10-17 15:05:00+03:00,53.864,54.007,53.84,53.993,480
2025-10-17 15:10:00+03:00,53.993,54.032,53.991,54.012,320
2025-10-17 15:15:00+03:00,54.01,54.04,53.967,54.006,389
2025-10-17 15:20:00+03:00,54.004,54.004,53.947,53.973,487
2025-10-17 15:25:00+03:00,53.974,53.995,53.918,53.954,464
2025-10-17 15:30:00+03:00,53.954,53.963,53.848,53.85,543
2025-10-17 15:35:00+03:00,53.849,53.908,53.838,53.872,418
2025-10-17 15:40:00+03:00,53.87,53.875,53.794,53.796,420
2025-10-17 15:45:00+03:00,53.797,53.815,53.791,53.802,308
2025-10-17 15:50:00+03:00,53.803,53.826,53.787,53.803,446
2025-10-17 15:55:00+03:00,53.803,53.86,53.803,53.834,336
2025-10-17 16:00:00+03:00,53.835,54.001,53.823,53.978,452
2025-10-17 16:05:00+03:00,53.979,54.04,53.974,54.02,211
2025-10-17 16:10:00+03:00,54.02,54.08,54.017,54.047,245
2025-10-17 16:15:00+03:00,54.043,54.089,54.041,54.054,307
2025-10-17 16:20:00+03:00,54.055,54.068,53.972,54.03,535
2025-10-17 16:25:00+03:00,54.03,54.068,53.996,54.03,602
2025-10-17 16:30:00+03:00,54.029,54.032,53.887,53.888,699
2025-10-17 16:35:00+03:00,53.889,53.93,53.746,53.79,891
2025-10-17 16:40:00+03:00,53.79,53.847,53.768,53.828,965
2025-10-17 16:45:00+03:00,53.826,53.882,53.797,53.862,924
2025-10-17 16:50:00+03:00,53.862,53.868,53.777,53.85,1051
2025-10-17 16:55:00+03:00,53.84,53.862,53.784,53.804,865
2025-10-17 17:00:00+03:00,53.805,54.048,53.783,54.029,1135
2025-10-17 17:05:00+03:00,54.028,54.069,53.966,54.029,669
2025-10-17 17:10:00+03:00,54.029,54.06,53.978,54.006,930
2025-10-17 17:15:00+03:00,54.006,54.051,53.906,54.002,1030
2025-10-17 17:20:00+03:00,54.002,54.054,54.002,54.042,471
2025-10-17 17:25:00+03:00,54.041,54.047,53.972,54.023,758
2025-10-17 17:30:00+03:00,54.021,54.033,53.817,53.832,1034
2025-10-17 17:35:00+03:00,53.834,53.856,53.759,53.844,892
2025-10-17 17:40:00+03:00,53.844,53.846,53.645,53.66,1238
2025-10-17 17:45:00+03:00,53.66,53.777,53.629,53.636,865
2025-10-17 17:50:00+03:00,53.635,53.734,53.584,53.627,1067
2025-10-17 17:55:00+03:00,53.63,53.665,53.275,53.304,1450
2025-10-17 18:00:00+03:00,53.302,53.322,53.135,53.242,1787
2025-10-17 18:05:00+03:00,53.24,53.435,53.196,53.431,1464
2025-10-17 18:10:00+03:00,53.43,53.431,53.229,53.339,1603
2025-10-17 18:15:00+03:00,53.336,53.415,53.23,53.362,1516
2025-10-17 18:20:00+03:00,53.364,53.372,53.201,53.212,1469
2025-10-17 18:25:00+03:00,53.21,53.21,52.883,52.917,1191
2025-10-17 18:30:00+03:00,52.918,53.257,52.856,53.233,1361
2025-10-17 18:35:00+03:00,53.231,53.368,53.197,53.349,1585
2025-10-17 18:40:00+03:00,53.349,53.523,53.272,53.515,1421
2025-10-17 18:45:00+03:00,53.507,53.628,53.503,53.597,1124
2025-10-17 18:50:00+03:00,53.599,53.747,53.543,53.559,1069
2025-10-17 18:55:00+03:00,53.56,53.663,53.508,53.519,811
2025-10-17 19:00:00+03:00,53.513,53.571,53.248,53.254,2098
2025-10-17 19:05:00+03:00,53.252,53.311,53.141,53.215,1990
2025-10-17 19:10:00+03:00,53.21,53.259,53.129,53.236,1298
2025-10-17 19:15:00+03:00,53.227,53.305,52.992,53.119,1585
2025-10-17 19:20:00+03:00,53.131,53.196,53.077,53.168,1251
2025-10-17 19:25:00+03:00,53.169,53.349,53.149,53.326,1554
2025-10-17 19:30:00+03:00,53.323,53.345,52.806,52.91,3009
2025-10-17 19:35:00+03:00,52.911,52.961,52.604,52.89,4606
2025-10-17 19:40:00+03:00,52.897,53.021,52.651,52.758,2477
2025-10-17 19:45:00+03:00,52.758,52.936,52.662,52.765,2511
2025-10-17 19:50:00+03:00,52.751,53.044,52.701,53.027,2954
