timestamp,open,high,low,close,tick_volume
2025-10-27 03:05:00+03:00,48.481,48.487,48.333,48.351,130
2025-10-27 03:06:00+03:00,48.295,48.355,48.188,48.344,109
2025-10-27 03:07:00+03:00,48.314,48.47,48.276,48.449,123
2025-10-27 03:08:00+03:00,48.447,48.518,48.446,48.511,119
2025-10-27 03:09:00+03:00,48.51,48.604,48.49,48.579,170
2025-10-27 03:10:00+03:00,48.585,48.637,48.548,48.594,214
2025-10-27 03:11:00+03:00,48.597,48.629,48.568,48.6,144
2025-10-27 03:12:00+03:00,48.599,48.615,48.559,48.584,208
2025-10-27 03:13:00+03:00,48.575,48.622,48.575,48.585,146
2025-10-27 03:14:00+03:00,48.584,48.64,48.584,48.612,206
2025-10-27 03:15:00+03:00,48.61,48.633,48.577,48.585,210
2025-10-27 03:16:00+03:00,48.602,48.608,48.567,48.573,123
2025-10-27 03:17:00+03:00,48.572,48.605,48.566,48.598,153
2025-10-27 03:18:00+03:00,48.601,48.645,48.576,48.642,99
2025-10-27 03:19:00+03:00,48.635,48.668,48.634,48.65,97
2025-10-27 03:20:00+03:00,48.644,48.647,48.59,48.608,188
2025-10-27 03:21:00+03:00,48.608,48.641,48.576,48.616,117
2025-10-27 03:22:00+03:00,48.619,48.638,48.589,48.619,130
2025-10-27 03:23:00+03:00,48.624,48.624,48.577,48.594,85
2025-10-27 03:24:00+03:00,48.598,48.621,48.582,48.595,97
2025-10-27 03:25:00+03:00,48.585,48.617,48.578,48.617,79
2025-10-27 03:26:00+03:00,48.618,48.618,48.569,48.58,134
2025-10-27 03:27:00+03:00,48.587,48.612,48.584,48.608,105
2025-10-27 03:28:00+03:00,48.605,48.607,48.567,48.577,103
2025-10-27 03:29:00+03:00,48.58,48.586,48.555,48.555,108
2025-10-27 03:30:00+03:00,48.547,48.6,48.531,48.597,176
2025-10-27 03:31:00+03:00,48.6,48.609,48.583,48.603,110
2025-10-27 03:32:00+03:00,48.602,48.609,48.582,48.585,100
2025-10-27 03:33:00+03:00,48.594,48.645,48.587,48.615,135
2025-10-27 03:34:00+03:00,48.614,48.658,48.6,48.648,157
2025-10-27 03:35:00+03:00,48.644,48.666,48.628,48.645,140
2025-10-27 03:36:00+03:00,48.636,48.658,48.612,48.621,96
2025-10-27 03:37:00+03:00,48.623,48.645,48.586,48.588,94
2025-10-27 03:38:00+03:00,48.585,48.606,48.585,48.591,81
2025-10-27 03:39:00+03:00,48.582,48.585,48.568,48.574,86
2025-10-27 03:40:00+03:00,48.579,48.615,48.578,48.605,102
2025-10-27 03:41:00+03:00,48.606,48.619,48.567,48.568,93
2025-10-27 03:42:00+03:00,48.57,48.59,48.555,48.578,118
2025-10-27 03:43:00+03:00,48.579,48.593,48.478,48.484,137
2025-10-27 03:44:00+03:00,48.485,48.502,48.425,48.427,208
2025-10-27 03:45:00+03:00,48.425,48.47,48.423,48.443,234
2025-10-27 03:46:00+03:00,48.442,48.451,48.331,48.376,185
2025-10-27 03:47:00+03:00,48.374,48.398,48.341,48.353,141
2025-10-27 03:48:00+03:00,48.352,48.398,48.352,48.371,143
2025-10-27 03:49:00+03:00,48.363,48.425,48.361,48.419,97
2025-10-27 03:50:00+03:00,48.417,48.428,48.407,48.419,102
2025-10-27 03:51:00+03:00,48.415,48.42,48.391,48.406,100
2025-10-27 03:52:00+03:00,48.407,48.414,48.383,48.389,79
2025-10-27 03:53:00+03:00,48.398,48.403,48.346,48.361,93
2025-10-27 03:54:00+03:00,48.353,48.372,48.335,48.368,118
2025-10-27 03:55:00+03:00,48.369,48.413,48.365,48.402,82
2025-10-27 03:56:00+03:00,48.407,48.441,48.399,48.434,107
2025-10-27 03:57:00+03:00,48.436,48.436,48.412,48.425,102
2025-10-27 03:58:00+03:00,48.417,48.435,48.396,48.422,48
2025-10-27 03:59:00+03:00,48.424,48.427,48.396,48.41,76
2025-10-27 04:00:00+03:00,48.415,48.433,48.392,48.4,111
2025-10-27 04:01:00+03:00,48.414,48.441,48.403,48.412,115
2025-10-27 04:02:00+03:00,48.425,48.429,48.349,48.367,125
2025-10-27 04:03:00+03:00,48.368,48.368,48.307,48.355,137
2025-10-27 04:04:00+03:00,48.35,48.389,48.345,48.368,96
2025-10-27 04:05:00+03:00,48.362,48.378,48.338,48.352,86
2025-10-27 04:06:00+03:00,48.347,48.38,48.34,48.367,101
2025-10-27 04:07:00+03:00,48.377,48.38,48.303,48.334,138
2025-10-27 04:08:00+03:00,48.327,48.351,48.308,48.324,168
2025-10-27 04:09:00+03:00,48.325,48.35,48.312,48.339,96
2025-10-27 04:10:00+03:00,48.342,48.362,48.327,48.347,129
2025-10-27 04:11:00+03:00,48.344,48.35,48.329,48.334,55
2025-10-27 04:12:00+03:00,48.332,48.333,48.308,48.329,93
2025-10-27 04:13:00+03:00,48.33,48.347,48.309,48.309,103
2025-10-27 04:14:00+03:00,48.308,48.339,48.289,48.313,79
2025-10-27 04:15:00+03:00,48.315,48.321,48.302,48.316,61
2025-10-27 04:16:00+03:00,48.322,48.327,48.3,48.312,65
2025-10-27 04:17:00+03:00,48.315,48.329,48.301,48.315,58
2025-10-27 04:18:00+03:00,48.318,48.334,48.304,48.308,110
2025-10-27 04:19:00+03:00,48.301,48.333,48.294,48.315,112
2025-10-27 04:20:00+03:00,48.314,48.33,48.311,48.321,65
2025-10-27 04:21:00+03:00,48.32,48.33,48.312,48.314,41
2025-10-27 04:22:00+03:00,48.314,48.323,48.304,48.306,42
2025-10-27 04:23:00+03:00,48.302,48.314,48.262,48.264,102
2025-10-27 04:24:00+03:00,48.264,48.281,48.25,48.272,129
2025-10-27 04:25:00+03:00,48.267,48.28,48.238,48.263,95
2025-10-27 04:26:00+03:00,48.266,48.27,48.142,48.158,131
2025-10-27 04:27:00+03:00,48.158,48.183,48.134,48.182,161
2025-10-27 04:28:00+03:00,48.167,48.231,48.162,48.218,120
2025-10-27 04:29:00+03:00,48.217,48.229,48.201,48.204,98
2025-10-27 04:30:00+03:00,48.203,48.204,48.141,48.18,139
2025-10-27 04:31:00+03:00,48.182,48.214,48.18,48.196,123
2025-10-27 04:32:00+03:00,48.198,48.245,48.198,48.238,121
2025-10-27 04:33:00+03:00,48.236,48.241,48.179,48.195,123
2025-10-27 04:34:00+03:00,48.192,48.219,48.186,48.218,104
2025-10-27 04:35:00+03:00,48.219,48.225,48.208,48.217,55
2025-10-27 04:36:00+03:00,48.218,48.221,48.179,48.191,98
2025-10-27 04:37:00+03:00,48.192,48.206,48.146,48.157,143
2025-10-27 04:38:00+03:00,48.157,48.164,48.119,48.155,202
2025-10-27 04:39:00+03:00,48.154,48.173,48.136,48.149,150
2025-10-27 04:40:00+03:00,48.157,48.171,48.137,48.149,140
2025-10-27 04:41:00+03:00,48.149,48.159,48.107,48.124,93
2025-10-27 04:42:00+03:00,48.123,48.138,48.113,48.12,103
2025-10-27 04:43:00+03:00,48.122,48.137,48.118,48.133,96
2025-10-27 04:44:00+03:00,48.132,48.148,48.129,48.138,88
2025-10-27 04:45:00+03:00,48.14,48.151,48.111,48.118,162
2025-10-27 04:46:00+03:00,48.117,48.125,48.038,48.109,151
2025-10-27 04:47:00+03:00,48.112,48.133,48.087,48.105,163
2025-10-27 04:48:00+03:00,48.1,48.121,48.09,48.101,121
2025-10-27 04:49:00+03:00,48.103,48.121,48.083,48.113,116
2025-10-27 04:50:00+03:00,48.116,48.133,48.08,48.133,120
2025-10-27 04:51:00+03:00,48.135,48.147,48.117,48.143,76
2025-10-27 04:52:00+03:00,48.128,48.173,48.128,48.153,114
2025-10-27 04:53:00+03:00,48.152,48.197,48.145,48.188,122
2025-10-27 04:54:00+03:00,48.189,48.2,48.169,48.192,104
2025-10-27 04:55:00+03:00,48.197,48.197,48.169,48.175,121
2025-10-27 04:56:00+03:00,48.175,48.195,48.17,48.175,76
2025-10-27 04:57:00+03:00,48.168,48.171,48.103,48.13,115
2025-10-27 04:58:00+03:00,48.13,48.183,48.128,48.176,92
2025-10-27 04:59:00+03:00,48.162,48.168,48.132,48.136,100
2025-10-27 05:00:00+03:00,48.138,48.139,48.068,48.138,278
2025-10-27 05:01:00+03:00,48.139,48.154,48.092,48.101,230
2025-10-27 05:02:00+03:00,48.101,48.127,48.046,48.069,168
2025-10-27 05:03:00+03:00,48.072,48.086,48.04,48.081,150
2025-10-27 05:04:00+03:00,48.076,48.093,48.049,48.087,107
2025-10-27 05:05:00+03:00,48.086,48.103,48.064,48.089,135
2025-10-27 05:06:00+03:00,48.089,48.125,48.058,48.125,153
2025-10-27 05:07:00+03:00,48.111,48.149,48.103,48.149,125
2025-10-27 05:08:00+03:00,48.153,48.192,48.149,48.181,118
2025-10-27 05:09:00+03:00,48.19,48.221,48.18,48.196,84
2025-10-27 05:10:00+03:00,48.198,48.213,48.19,48.205,131
2025-10-27 05:11:00+03:00,48.212,48.227,48.2,48.201,112
2025-10-27 05:12:00+03:00,48.202,48.226,48.179,48.181,84
2025-10-27 05:13:00+03:00,48.189,48.211,48.181,48.207,75
2025-10-27 05:14:00+03:00,48.198,48.21,48.186,48.197,59
2025-10-27 05:15:00+03:00,48.199,48.223,48.192,48.194,90
2025-10-27 05:16:00+03:00,48.198,48.206,48.179,48.189,105
2025-10-27 05:17:00+03:00,48.18,48.208,48.173,48.194,100
